καλῆς, grc, transcription, texts/zoor0232.xml
καλῆς, grc, transcription, texts/zoor0233.xml
καλῆς, grc, transcription, texts/zoor0234.xml
καλῆς, grc, transcription, texts/zoor0236.xml
καλῆς, grc, transcription, texts/zoor0237.xml
καλῆς, grc, transcription, texts/zoor0240.xml
καλῆς, grc, transcription, texts/zoor0242.xml
καλῆς, grc, transcription, texts/zoor0243.xml
καλῆς, grc, transcription, texts/zoor0244.xml
καλῆς, grc, transcription, texts/zoor0245.xml
καλῆς, grc, transcription, texts/zoor0250.xml
καλῆς, grc, transcription, texts/zoor0251.xml
καλῆς, grc, transcription, texts/zoor0252.xml
καλῆς, grc, transcription, texts/zoor0255.xml
καλῆς, grc, transcription, texts/zoor0256.xml
καλῆς, grc, transcription, texts/zoor0257.xml
καλῆς, grc, transcription, texts/zoor0258.xml
καλῆς, grc, transcription, texts/zoor0259.xml
καλῆς, grc, transcription, texts/zoor0262.xml
καλῆς, grc, transcription, texts/zoor0284.xml
καλῆς, grc, transcription, texts/zoor0291.xml
καλῆς, grc, transcription, texts/zoor0292.xml
καλῆς, grc, transcription, texts/zoor0306.xml
καλῆς, grc, transcription, texts/zoor0307.xml
καλῆς, grc, transcription, texts/zoor0308.xml
καλῆς, grc, transcription, texts/zoor0309.xml
καλῆς, grc, transcription, texts/zoor0311.xml
καλῆς, grc, transcription, texts/zoor0312.xml
καλῆς, grc, transcription, texts/zoor0330.xml
καλῆς, grc, transcription, texts/zoor0332.xml
καλῆς, grc, transcription, texts/zoor0336.xml
καλῆς, grc, transcription, texts/zoor0337.xml
καλῆς, grc, transcription, texts/zoor0338.xml
καλῆς, grc, transcription, texts/zoor0339.xml
καλῆς, grc, transcription, texts/zoor0344.xml
καλῆς, grc, transcription, texts/zoor0355.xml
καλῆς, grc, transcription, texts/zoor0356.xml
καλῆς, grc, transcription, texts/zoor0357.xml
καλῆς, grc, transcription, texts/zoor0371.xml
καλῆς, grc, transcription, texts/zoor0376.xml
καλῆς, grc, transcription, texts/zoor0377.xml
καλῆς, grc, transcription, texts/zoor0379.xml
καλῆς, grc, transcription, texts/zoor0380.xml
καλῆς, grc, transcription, texts/zoor0382.xml
καλῆςπίσ, grc, transcription, texts/zoor0091.xml
καλῆςπίστεως, grc, transcription, texts/zoor0135.xml
καλῇ, grc, transcription, texts/zoor0263.xml
καλῇ, grc, transcription, texts/zoor0264.xml
καλῶς, grc, transcription, texts/zoor0192.xml
καλῶς, grc, transcription, texts/zoor0255.xml
καμών, grc, transcription, texts/hamm0052.xml
καπήλων, grc, transcription, texts/caes0260.xml
καρία, grc, transcription, texts/elus0020.xml
καρία, grc, transcription, texts/elus0022.xml
καρποφο, grc, transcription, texts/birs0005.xml
καρποφο-, grc, transcription, texts/abur0001.xml
καρποφορισάν, grc, transcription, texts/evro0002.xml
καρποφορούν, grc, transcription, texts/birs0005.xml
καρπὸν, grc, transcription, texts/beth0127.xml
καρπὸς, grc, transcription, texts/beth0184.xml
καρτερός, grc, transcription, texts/jurn0003.xml
κασσαβαθιστα, grc, transcription, texts/zoor0286.xml
κατ­, grc, transcription, texts/caes0168.xml
κατ´, grc, transcription, texts/bshe0014.xml
κατάλυμα, grc, transcription, texts/jeru0237.xml
κατέθ, grc, transcription, texts/bshe0025.xml
κατέθεικα, grc, transcription, texts/bshe0025.xml
κατα, grc, transcription, texts/zoor0353.xml
κατα­, grc, transcription, texts/caes0244.xml
καταιγ, grc, transcription, texts/yavn0001.xml
κατακεχωρισμένον, grc, transcription, texts/yavn0001.xml
κατατεθῆναι, grc, transcription, texts/bshe0024.xml
κατεκατεκόν, grc, transcription, texts/zoor0296.xml
κατελειπιν, grc, transcription, texts/elus0030.xml
κατεχώσατο, grc, transcription, texts/hamm0001.xml
κατοικοῦντες, grc, transcription, texts/zoor0296.xml
κατόχου, grc, transcription, texts/sena0001.xml
κατὰ, grc, transcription, texts/beth0134.xml
κατὰ, grc, transcription, texts/bshe0005.xml
κατὰ, grc, transcription, texts/bshe0012.xml
κατὰ, grc, transcription, texts/bshe0015.xml
κατὰ, grc, transcription, texts/caes0109.xml
κατὰ, grc, transcription, texts/caes0158.xml
κατὰ, grc, transcription, texts/hamm0054.xml
κατὰ, grc, transcription, texts/yavn0001.xml
κατὰγήν, grc, transcription, texts/mare0205.xml
κατ’, grc, transcription, texts/bshe0027.xml
καχοῦ, grc, transcription, texts/zoor0307.xml
καἰ, grc, transcription, texts/evro0003.xml
καἰ, grc, transcription, texts/rehn0001.xml
καἵ, grc, transcription, texts/evro0004.xml
καὶ, grc, transcription, texts/ashk0001.xml
καὶ, grc, transcription, texts/ashk0002.xml
καὶ, grc, transcription, texts/balf0001.xml
καὶ, grc, transcription, texts/beth0036.xml
καὶ, grc, transcription, texts/beth0061.xml
καὶ, grc, transcription, texts/beth0074.xml
καὶ, grc, transcription, texts/beth0083.xml
καὶ, grc, transcription, texts/beth0093.xml
καὶ, grc, transcription, texts/beth0096.xml
καὶ, grc, transcription, texts/beth0125.xml
καὶ, grc, transcription, texts/beth0127.xml
καὶ, grc, transcription, texts/beth0130.xml
καὶ, grc, transcription, texts/beth0149.xml
καὶ, grc, transcription, texts/beth0184.xml
καὶ, grc, transcription, texts/beth0192.xml
καὶ, grc, transcription, texts/beth0200.xml
καὶ, grc, transcription, texts/beth0201.xml
καὶ, grc, transcription, texts/beth0203.xml
καὶ, grc, transcription, texts/bguv0100.xml
καὶ, grc, transcription, texts/birs0001.xml
καὶ, grc, transcription, texts/birs0003.xml
καὶ, grc, transcription, texts/birs0004.xml
καὶ, grc, transcription, texts/birs0005.xml
καὶ, grc, transcription, texts/birs0006.xml
καὶ, grc, transcription, texts/birs0007.xml
καὶ, grc, transcription, texts/birs0008.xml
καὶ, grc, transcription, texts/birs0009.xml
καὶ, grc, transcription, texts/bshe0005.xml
καὶ, la, transcription, texts/bshe0006.xml
καὶ, grc, transcription, texts/bshe0007.xml
καὶ, grc, transcription, texts/bshe0009.xml
καὶ, grc, transcription, texts/bshe0011.xml
καὶ, grc, transcription, texts/bshe0013.xml
καὶ, grc, transcription, texts/bshe0014.xml
καὶ, grc, transcription, texts/bshe0019.xml
καὶ, grc, transcription, texts/bshe0021.xml
καὶ, grc, transcription, texts/bshe0022.xml
καὶ, grc, transcription, texts/bshe0023.xml
καὶ, grc, transcription, texts/bshe0024.xml
καὶ, grc, transcription, texts/bshe0026.xml
καὶ, grc, transcription, texts/bshe0029.xml
καὶ, grc, transcription, texts/bshe0032.xml
καὶ, grc, transcription, texts/caes0026.xml
καὶ, grc, transcription, texts/caes0057.xml
καὶ, grc, transcription, texts/caes0058.xml
καὶ, grc, transcription, texts/caes0059.xml
καὶ, grc, transcription, texts/caes0063.xml
καὶ, grc, transcription, texts/caes0079.xml
καὶ, grc, transcription, texts/caes0087.xml
καὶ, grc, transcription, texts/caes0089.xml
καὶ, grc, transcription, texts/caes0090.xml
καὶ, grc, transcription, texts/caes0109.xml
καὶ, grc, transcription, texts/caes0129.xml
καὶ, grc, transcription, texts/caes0130.xml
καὶ, grc, transcription, texts/caes0151.xml
καὶ, grc, transcription, texts/caes0153.xml
καὶ, grc, transcription, texts/caes0158.xml
καὶ, grc, transcription, texts/caes0159.xml
καὶ, grc, transcription, texts/caes0165.xml
καὶ, grc, transcription, texts/caes0167.xml
καὶ, grc, transcription, texts/caes0169.xml
καὶ, grc, transcription, texts/caes0172.xml
καὶ, grc, transcription, texts/caes0180.xml
καὶ, grc, transcription, texts/caes0185.xml
καὶ, grc, transcription, texts/caes0187.xml
καὶ, grc, transcription, texts/caes0192.xml
καὶ, grc, transcription, texts/caes0193.xml
καὶ, grc, transcription, texts/caes0198.xml
καὶ, grc, transcription, texts/caes0204.xml
καὶ, grc, transcription, texts/caes0205.xml
καὶ, grc, transcription, texts/caes0206.xml
καὶ, grc, transcription, texts/caes0208.xml
καὶ, grc, transcription, texts/caes0212.xml
καὶ, grc, transcription, texts/caes0229.xml
καὶ, grc, transcription, texts/caes0232.xml
καὶ, grc, transcription, texts/caes0246.xml
καὶ, grc, transcription, texts/caes0250.xml
καὶ, grc, transcription, texts/caes0260.xml
καὶ, grc, transcription, texts/caes0262.xml
καὶ, grc, transcription, texts/caes0265.xml
καὶ, grc, transcription, texts/caes0266.xml
καὶ, grc, transcription, texts/caes0267.xml
καὶ, grc, transcription, texts/caes0268.xml
καὶ, grc, transcription, texts/caes0273.xml
καὶ, grc, transcription, texts/caes0279.xml
καὶ, grc, transcription, texts/caes0289.xml
καὶ, grc, transcription, texts/caes0301.xml
καὶ, grc, transcription, texts/caes0314.xml
καὶ, grc, transcription, texts/caes0327.xml
καὶ, grc, transcription, texts/caes0332.xml
καὶ, grc, transcription, texts/caes0339.xml
καὶ, grc, transcription, texts/caes0382.xml
καὶ, grc, transcription, texts/eins0001.xml
καὶ, grc, transcription, texts/elal0018.xml
καὶ, grc, transcription, texts/elku0001.xml
καὶ, grc, transcription, texts/elus0006.xml
καὶ, grc, transcription, texts/elus0030.xml
καὶ, grc, transcription, texts/eluy0003.xml
καὶ, grc, transcription, texts/fein0001.xml
καὶ, grc, transcription, texts/fiqg0004.xml
καὶ, grc, transcription, texts/fiqg0024.xml
καὶ, grc, transcription, texts/fiqg0025.xml
καὶ, grc, transcription, texts/haif0005.xml
καὶ, grc, transcription, texts/haif0006.xml
καὶ, grc, transcription, texts/haif0015.xml
καὶ, grc, transcription, texts/haif0020.xml
καὶ, grc, transcription, texts/haif0021.xml
καὶ, grc, transcription, texts/haif0025.xml
καὶ, grc, transcription, texts/haif0039.xml
καὶ, grc, transcription, texts/haif0044.xml
καὶ, grc, transcription, texts/hamm0002.xml
καὶ, grc, transcription, texts/hamm0003.xml
καὶ, grc, transcription, texts/hamm0004.xml
καὶ, grc, transcription, texts/hamm0006.xml
καὶ, grc, transcription, texts/hamm0008.xml
καὶ, grc, transcription, texts/hamm0010.xml
καὶ, grc, transcription, texts/hamm0011.xml
καὶ, grc, transcription, texts/hamm0012.xml
καὶ, grc, transcription, texts/hamm0013.xml
καὶ, grc, transcription, texts/hamm0017.xml
καὶ, grc, transcription, texts/hamm0018.xml
καὶ, grc, transcription, texts/hamm0020.xml
καὶ, , transcription, texts/hamm0021.xml
καὶ, grc, transcription, texts/hamm0023.xml
καὶ, grc, transcription, texts/hamm0026.xml
καὶ, grc, transcription, texts/hamm0030.xml
καὶ, grc, transcription, texts/hamm0032.xml
καὶ, grc, transcription, texts/hamm0033.xml
καὶ, grc, transcription, texts/hamm0036.xml
καὶ, grc, transcription, texts/hamm0037.xml
καὶ, grc, transcription, texts/hamm0038.xml
καὶ, grc, transcription, texts/hamm0039.xml
καὶ, grc, transcription, texts/hamm0040.xml
καὶ, grc, transcription, texts/hamm0044.xml
καὶ, grc, transcription, texts/hamm0046.xml
καὶ, grc, transcription, texts/hamm0049.xml
καὶ, grc, transcription, texts/hamm0054.xml
καὶ, grc, transcription, texts/hamm0055.xml
καὶ, grc, transcription, texts/hamm0057.xml
καὶ, grc, transcription, texts/hamm0059.xml
καὶ, grc, transcription, texts/hamm0062.xml
καὶ, grc, transcription, texts/hamm0067.xml
καὶ, grc, transcription, texts/hamm0070.xml
καὶ, grc, transcription, texts/hmti0004.xml
καὶ, grc, transcription, texts/huld0002.xml
καὶ, grc, transcription, texts/iopp0001.xml
καὶ, grc, transcription, texts/jaff0008.xml
καὶ, grc, transcription, texts/jaff0013.xml
καὶ, grc, transcription, texts/jaff0027.xml
καὶ, grc, transcription, texts/jaff0028.xml
καὶ, grc, transcription, texts/jaff0039.xml
καὶ, grc, transcription, texts/jaff0048.xml
καὶ, grc, transcription, texts/jaff0060.xml
καὶ, grc, transcription, texts/jaff0073.xml
καὶ, grc, transcription, texts/jeri0014.xml
καὶ, grc, transcription, texts/jeru0080.xml
καὶ, grc, transcription, texts/jeru0163.xml
καὶ, heb, transcription, texts/jeru0172.xml
καὶ, grc, transcription, texts/jeru0228.xml
καὶ, grc, transcription, texts/jeru0237.xml
καὶ, grc, transcription, texts/jeru0310.xml
καὶ, grc, transcription, texts/juei0002.xml
καὶ, grc, transcription, texts/juei0004.xml
καὶ, grc, transcription, texts/kafr0010.xml
καὶ, grc, transcription, texts/kede0002.xml
καὶ, grc, transcription, texts/kede0004.xml
καὶ, grc, transcription, texts/khan0001.xml
καὶ, grc, transcription, texts/khis0082.xml
καὶ, grc, transcription, texts/khis0083.xml
καὶ, grc, transcription, texts/knah0002.xml
καὶ, grc, transcription, texts/mare0180.xml
καὶ, grc, transcription, texts/mare0181.xml
καὶ, grc, transcription, texts/mare0301.xml
καὶ, grc, transcription, texts/mari0001.xml
καὶ, grc, transcription, texts/mums0003.xml
καὶ, grc, transcription, texts/narr0003.xml
καὶ, grc, transcription, texts/narr0004.xml
καὶ, grc, transcription, texts/rafi0007.xml
καὶ, grc, transcription, texts/rafi0008.xml
καὶ, grc, transcription, texts/rams0002.xml
καὶ, grc, transcription, texts/rehn0001.xml
καὶ, grc, transcription, texts/sepp0023.xml
καὶ, grc, transcription, texts/sepp0024.xml
καὶ, grc, transcription, texts/ulat0001.xml
καὶ, grc, transcription, texts/ulat0004.xml
καὶ, grc, transcription, texts/ulat0005.xml
καὶ, grc, transcription, texts/ulat0006.xml
καὶ, grc, transcription, texts/ulat0007.xml
καὶ, grc, transcription, texts/ulat0008.xml
καὶ, grc, transcription, texts/ulat0009.xml
καὶ, grc, transcription, texts/ulat0010.xml
καὶ, grc, transcription, texts/ulat0011.xml
καὶ, grc, transcription, texts/ulat0012.xml
καὶ, grc, transcription, texts/ulat0013.xml
καὶ, grc, transcription, texts/ulat0014.xml
καὶ, grc, transcription, texts/ulat0015.xml
καὶ, grc, transcription, texts/ulat0017.xml
καὶ, grc, transcription, texts/zoor0022.xml
καὶ, grc, transcription, texts/zoor0037.xml
καὶ, grc, transcription, texts/zoor0079.xml
καὶ, grc, transcription, texts/zoor0091.xml
καὶ, grc, transcription, texts/zoor0095.xml
καὶ, grc, transcription, texts/zoor0096.xml
καὶ, grc, transcription, texts/zoor0098.xml
καὶ, grc, transcription, texts/zoor0099.xml
καὶ, grc, transcription, texts/zoor0104.xml
καὶ, grc, transcription, texts/zoor0107.xml
καὶ, grc, transcription, texts/zoor0109.xml
καὶ, grc, transcription, texts/zoor0110.xml
καὶ, grc, transcription, texts/zoor0112.xml
καὶ, grc, transcription, texts/zoor0113.xml
καὶ, grc, transcription, texts/zoor0115.xml
καὶ, grc, transcription, texts/zoor0117.xml
καὶ, grc, transcription, texts/zoor0119.xml
καὶ, grc, transcription, texts/zoor0120.xml
καὶ, grc, transcription, texts/zoor0122.xml
καὶ, grc, transcription, texts/zoor0123.xml
καὶ, grc, transcription, texts/zoor0127.xml
καὶ, grc, transcription, texts/zoor0128.xml
καὶ, grc, transcription, texts/zoor0130.xml
καὶ, grc, transcription, texts/zoor0132.xml
καὶ, grc, transcription, texts/zoor0135.xml
καὶ, grc, transcription, texts/zoor0140.xml
καὶ, grc, transcription, texts/zoor0141.xml
καὶ, grc, transcription, texts/zoor0142.xml
καὶ, grc, transcription, texts/zoor0143.xml
καὶ, grc, transcription, texts/zoor0145.xml
καὶ, grc, transcription, texts/zoor0147.xml
καὶ, grc, transcription, texts/zoor0149.xml
καὶ, grc, transcription, texts/zoor0152.xml
καὶ, grc, transcription, texts/zoor0154.xml
καὶ, grc, transcription, texts/zoor0155.xml
καὶ, grc, transcription, texts/zoor0156.xml
καὶ, grc, transcription, texts/zoor0157.xml
καὶ, grc, transcription, texts/zoor0169.xml
καὶ, grc, transcription, texts/zoor0174.xml
καὶ, grc, transcription, texts/zoor0175.xml
καὶ, grc, transcription, texts/zoor0180.xml
καὶ, grc, transcription, texts/zoor0182.xml
καὶ, grc, transcription, texts/zoor0191.xml
καὶ, grc, transcription, texts/zoor0192.xml
καὶ, grc, transcription, texts/zoor0195.xml
καὶ, grc, transcription, texts/zoor0196.xml
καὶ, grc, transcription, texts/zoor0200.xml
καὶ, grc, transcription, texts/zoor0204.xml
καὶ, grc, transcription, texts/zoor0207.xml
καὶ, grc, transcription, texts/zoor0215.xml
καὶ, grc, transcription, texts/zoor0219.xml
καὶ, grc, transcription, texts/zoor0221.xml
καὶ, grc, transcription, texts/zoor0222.xml
καὶ, grc, transcription, texts/zoor0224.xml
καὶ, grc, transcription, texts/zoor0227.xml
καὶ, grc, transcription, texts/zoor0230.xml
